事業所コード,事業所名,営業区分,提供商品,提供日,,献立表料理名,価格メモ,提供価格,,確定区分,料理区分,公開区分,料理形態,調理法,メイン素材,味①,味②,季節,行事,和洋中・国別,日本ご当地,特定料理,設定数,エネルギー(kcal),たんぱく質(g),脂質(g),炭水化物(g),食塩相当量(g),栄養素6,栄養素7,栄養素8,栄養素9,栄養素10,えび,かに,小麦,そば,卵,乳,落花生,画像URL
1140-00,豊橋技術科学大学 食堂,朝食,朝食①,2025/11/25,,切り昆布と半平の煮物,,200,,本登録,通常レシピ,マイレシピ,温小鉢,煮物,海藻・きのこ,その他,その他,,設定なし,和,,設定なし,,84.78,4.328,1.22,18.167,1.807,,,,,,,,○,,,,,CTM/attachment/20160411165142725498cf8a3-8ccb-4544-939e-50b184db0255/02150302-1
1140-00,豊橋技術科学大学 食堂,朝食,朝食①,2025/11/26,,厚揚げと野菜の含め煮,,200,,本登録,通常レシピ,マイレシピ,温小鉢,煮物,豆・豆製品,その他,その他,,,和,,,,92.64,4.112,6.454,5.554,0.998,,,,,,,,○,,,,,CTM/attachment/2016041113462426285bf4c93-619a-4094-8ff6-fe59ab9857c7/02070025-1
1140-00,豊橋技術科学大学 食堂,朝食,朝食①,2025/11/28,,シューマイ,,200,,本登録,通常レシピ,マイレシピ,その他２,蒸物,肉（その他）,設定なし,その他,,,中華,,,,80.22,3.402,3.486,8.778,0.672,,,,,,,,○,,,○,,
1140-00,豊橋技術科学大学 食堂,朝食,朝食②,2025/11/25,,玉子ロール,,200,,本登録,通常レシピ,マイレシピ,その他１,蒸物,卵・卵製品,,,,,,,,,55.27,3.186,2.31,5.442,0.704,,,,,,,,○,,○,,,
1140-00,豊橋技術科学大学 食堂,朝食,朝食②,2025/11/26,,温泉玉子,,200,,本登録,通常レシピ,マイレシピ,その他１,蒸物,卵・卵製品,設定なし,,,,,,,,95.28,7.917,6.205,0.732,0.477,,,,,,,,○,,○,,,
1140-00,豊橋技術科学大学 食堂,朝食,朝食②,2025/11/28,,千草卵焼,,200,,本登録,通常レシピ,マイレシピ,その他１,蒸物,卵・卵製品,設定なし,,,設定なし,洋,,設定なし,,78.17,6.151,4.685,2.352,0.832,,,,,,,,,,○,,,
1140-00,豊橋技術科学大学 食堂,朝食,朝食③,2025/11/25,,鶏肉の塩焼,,200,,本登録,通常レシピ,マイレシピ,その他２,焼物,肉（鶏）,塩,その他,,,設定なし,,設定なし,,120.3,10.35,8.58,1.56,0.892,,,,,,,,,,,,,
1140-00,豊橋技術科学大学 食堂,朝食,朝食③,2025/11/26,,ホキの味噌焼き,,200,,本登録,通常レシピ,マイレシピ,魚メイン１,焼物,魚,味噌,その他,,,,,,,93.62,11.17,1.23,8.846,1.442,,,,,,,,,,,,,
1140-00,豊橋技術科学大学 食堂,朝食,朝食③,2025/11/28,,じゃが芋の煮物,,200,,本登録,通常レシピ,マイレシピ,温小鉢,煮物,いも類（こんにゃく含む）,その他,その他,秋,,和,,,,68.01,2.225,1.161,12.643,0.962,,,,,,,,○,,,,,CTM/attachment/201604081535133898192b5b9-f2ef-44bf-bdd9-1d7eeeb3f616/02010071-1
1140-00,豊橋技術科学大学 食堂,昼食,ランチA,2025/11/25,,野菜たっぷり豚しゃぶごま豆乳ソース,,360,,本登録,通常レシピ,マイレシピ,肉メイン１,蒸物,肉（豚）,設定なし,ごま,夏,設定なし,和,,設定なし,,303.82,7.952,26.037,9.193,2.749,,,,,,,,○,,○,,,CTM/attachment/201604121549209795478f5a7-a12b-45fb-96fb-765f61f8f5cf/05111111-10
1140-00,豊橋技術科学大学 食堂,昼食,ランチA,2025/11/26,,揚げ鶏のマスタードマヨソース,,360,,本登録,通常レシピ,マイレシピ,肉メイン１,揚物,肉（鶏）,その他,その他,,,洋,,設定なし,,532.383,21.35,39.432,22.957,1.087,,,,,,,,○,,○,,,CTM/attachment/201604041654523354677cf05-0f1d-4afd-9536-5b9322323f10/01020138-3
1140-00,豊橋技術科学大学 食堂,昼食,ランチA,2025/11/27,,韓国風甘辛チキン,,360,,本登録,通常レシピ,マイレシピ,肉メイン１,揚物,肉（鶏）,ケチャップ・トマト,ピリ辛,,,韓国,,設定なし,,409.032,23.095,23.896,26.447,1.623,,,,,,,,○,,,,,CTM/attachment/20170711093532153a2a050aa-a75e-4bce-9e25-e1bc444ec705/_MG_8820
1140-00,豊橋技術科学大学 食堂,昼食,ランチA,2025/11/28,,味噌かつ,,360,,本登録,通常レシピ,マイレシピ,その他５,揚物,肉（豚）,味噌,その他,,,,,,,378.83,15.131,19.406,34.001,1.824,,,,,,,,○,,○,○,,
